id,video_title,video_url,video_description
0,Starcraft Pt.1 | I've never played this before!,https://www.youtube.com/embed/heoIxeK1AMA,The original Starcraft is free and I'm playing through it! Feel free to leave tips on what I can do to improve both the quality of the video(s) and my mechanics in the game!
